employee_id,name,department,salary,age,years_experience,performance_score,city,hire_date,remote_work
EMP0180,Employee_180,Engineering,76838.49253956898,36.0,2,4,Boston,2011-06-22,N/A
EMP0323,Employee_323,HR,43361.41184232556,41.0,1,4,Austin,2012-08-24,YES
EMP0356,Employee_356,HR,59408.460665285966,35.0,13,4,Boston,2012-12-01,
EMP0347,Employee_347,HR,93165.05511428944,54.0,7,4,New York,2012-11-04,Yes
EMP0231,Employee_231,Finance,87187.89589209786,38.0,11,4,Boston,2011-11-22,No
EMP0394,Employee_394,Finance,97413.44195101356,26.0,5,3,Boston,2013-03-25,no
EMP0234,Employee_234,Marketing,89477.68048558263,36.0,1,4,Austin,2011-12-01,N/A
EMP0472,Employee_472,,373570.7778193202,,12,,New York,2013-11-14,YES
EMP0477,Employee_477,Engineering,,,18,3,San Francisco,2013-11-29,no
EMP0165,Employee_165,Engineering,86731.795749458,58.0,9,5,San Francisco,2011-05-08,
EMP0318,Employee_318,Engineering,56830.774072728804,33.0,13,4,Austin,2012-08-09,yes
EMP0137,Employee_137,Marketing,71747.52482108306,44.0,19,2,,2011-02-13,no
EMP0198,Employee_198,Operations,130413.85715608792,51.0,6,5,Boston,2011-08-15,N/A
EMP0259,Employee_259,HR,80085.13871828112,36.0,12,5,San Francisco,2012-02-14,Yes
EMP0233,Employee_233,HR,94620.18463473427,53.0,5,4,,2011-11-28,YES
EMP0116,Employee_116,Operations,123188.33280940261,43.0,2,4,San Francisco,2010-12-12,YES
EMP0121,Employee_121,Finance,73152.12151522262,47.0,17,5,Austin,2010-12-27,Yes
EMP0419,Employee_419,Finance,76310.07545135368,56.0,,5,Austin,2013-06-08,No
EMP0225,Employee_225,Sales,98087.31312708116,62.0,,3,New York,2011-11-04,no
EMP0425,Employee_425,Engineering,81262.56711677281,33.0,2,3,Boston,2013-06-26,Yes
EMP0354,Employee_354,Engineering,105287.4013003626,63.0,11,4,Austin,2012-11-25,No
EMP0128,Employee_128,Operations,66848.72675916804,33.0,11,4,,2011-01-17,no
EMP0087,Employee_87,Finance,54696.17875602895,62.0,15,1,Austin,2010-09-16,
EMP0286,Employee_286,Engineering,43532.195351837014,24.0,8,5,Austin,2012-05-05,No
EMP0434,Employee_434,Engineering,106309.60750130702,52.0,15,4,San Francisco,2013-07-23,N/A
EMP0108,Employee_108,Finance,67774.31597343473,25.0,1,4,San Francisco,2010-11-18,Yes
EMP0442,Employee_442,,74542.79945693463,29.0,,3,,2013-08-16,YES
EMP0342,Employee_342,Marketing,91951.63410723342,24.0,8,2,Austin,2012-10-20,
EMP0134,Employee_134,Sales,100027.74246743578,36.0,9,3,Chicago,2011-02-04,Yes
EMP0383,Employee_383,HR,72460.65884424465,31.0,0,5,Austin,2013-02-20,No
EMP0045,Employee_45,Sales,61334.829746684496,48.0,0,4,Chicago,2010-05-13,yes
EMP0487,Employee_487,Engineering,,,19,4,Chicago,2013-12-29,No
EMP0066,Employee_66,Marketing,104102.84641002477,52.0,9,4,Austin,2010-07-15,yes
EMP0284,Employee_284,Engineering,106830.13703844923,43.0,12,4,Boston,2012-04-29,
EMP0086,Employee_86,Sales,38961.5767052883,48.0,10,4,Chicago,2010-09-13,YES
EMP0243,Employee_243,Operations,86114.4982457739,54.0,11,3,Seattle,2011-12-28,YES
EMP0187,Employee_187,Operations,91538.54747528325,29.0,1,3,Austin,2011-07-13,yes
EMP0405,Employee_405,Sales,93592.36438265172,33.0,1,2,Austin,2013-04-27,YES
EMP0160,Employee_160,Finance,69062.09489059047,38.0,6,3,Austin,2011-04-23,No
EMP0013,Employee_13,Operations,82709.20309494765,46.0,,,Boston,2010-02-06,Yes
EMP0036,Employee_36,Finance,120106.81684886408,34.0,18,3,Seattle,2010-04-16,yes
EMP0029,Employee_29,HR,91646.28023959184,47.0,10,4,New York,2010-03-26,no
EMP0171,Employee_171,Finance,75247.87551855014,22.0,2,2,Chicago,2011-05-26,yes
EMP0143,Employee_143,Marketing,90194.45003442964,38.0,9,3,Boston,2011-03-03,
EMP0421,Employee_421,Finance,89442.67543267425,58.0,4,4,Chicago,2013-06-14,Yes
EMP0368,Employee_368,Operations,106072.8359321568,27.0,1,1,Austin,2013-01-06,No
EMP0222,Employee_222,HR,60106.90593377166,46.0,1,2,Chicago,2011-10-26,YES
EMP0096,Employee_96,Marketing,65889.19118799148,51.0,15,3,Seattle,2010-10-13,no
EMP0052,Employee_52,Finance,57397.970835702174,61.0,14,1,New York,2010-06-03,No
EMP0241,Employee_241,Operations,65207.903594828385,61.0,19,4,New York,2011-12-22,Yes
EMP0397,Employee_397,Operations,92603.95702011927,64.0,4,5,Boston,2013-04-03,yes
EMP0352,Employee_352,Operations,104653.81967891028,51.0,3,4,,2012-11-19,
EMP0400,Employee_400,Finance,106615.61451109244,41.0,6,4,Chicago,2013-04-12,no
EMP0179,Employee_179,Operations,109024.27844327889,39.0,14,2,Austin,2011-06-19,no
EMP0042,Employee_42,Marketing,98721.02919996879,61.0,18,4,Austin,2010-05-04,N/A
EMP0496,Employee_496,Sales,,,7,3,,2014-01-25,No
EMP0409,Employee_409,Operations,63378.869191834754,27.0,,3,New York,2013-05-09,yes
EMP0207,Employee_207,Engineering,94579.59651492783,23.0,3,4,Seattle,2011-09-11,
EMP0283,Employee_283,Sales,31980.603832139757,27.0,17,4,Austin,2012-04-26,Yes
EMP0359,Employee_359,Operations,95353.18040938246,26.0,5,5,Seattle,2012-12-10,yes
EMP0255,Employee_255,Engineering,78284.30601419744,23.0,7,3,Boston,2012-02-02,N/A
EMP0435,Employee_435,Engineering,74654.23099799256,64.0,17,2,Chicago,2013-07-26,yes
EMP0005,Employee_5,Engineering,67031.70657303283,55.0,7,3,New York,2010-01-13,N/A
EMP0257,Employee_257,Operations,79808.1729727279,60.0,2,3,Boston,2012-02-08,Yes
EMP0473,Employee_473,Engineering,322388.84778595145,,7,3,,2013-11-17,yes
EMP0101,Employee_101,Engineering,72068.54231514948,55.0,10,4,,2010-10-28,YES
EMP0227,Employee_227,,90599.3725263964,32.0,5,4,Boston,2011-11-10,YES
EMP0450,Employee_450,Engineering,89684.29465073042,43.0,0,4,Seattle,2013-09-09,Yes
EMP0214,Employee_214,Sales,92546.00986089704,42.0,7,3,Boston,2011-10-02,no
EMP0445,Employee_445,Operations,58110.98977931446,29.0,16,3,San Francisco,2013-08-25,yes
EMP0172,Employee_172,Engineering,76348.83624360758,59.0,11,4,New York,2011-05-29,Yes
EMP0099,Employee_99,Engineering,69872.98509431393,62.0,14,3,,2010-10-22,N/A
EMP0293,Employee_293,Operations,103713.56786294922,44.0,19,5,Seattle,2012-05-26,yes
EMP0216,Employee_216,Sales,66556.6935164475,51.0,5,2,,2011-10-08,yes
EMP0062,Employee_62,Sales,66202.40427345289,59.0,2,4,Boston,2010-07-03,N/A
EMP0048,Employee_48,Marketing,99350.84511591925,27.0,14,2,Chicago,2010-05-22,no
EMP0033,Employee_33,Engineering,108585.94368127652,34.0,13,2,San Francisco,2010-04-07,yes
EMP0268,Employee_268,Finance,62869.48182516659,30.0,19,3,Seattle,2012-03-12,N/A
EMP0328,Employee_328,HR,92982.72228704141,45.0,19,4,New York,2012-09-08,yes
EMP0201,Employee_201,HR,75812.78200919511,38.0,3,3,Boston,2011-08-24,Yes
EMP0471,Employee_471,Engineering,308382.22134478856,,7,3,,2013-11-11,no
EMP0028,Employee_28,Marketing,110553.53643797018,26.0,8,3,,2010-03-23,YES
EMP0411,Employee_411,Sales,84208.8969228669,35.0,6,3,Seattle,2013-05-15,YES
EMP0231,Employee_231,Finance,87187.89589209786,38.0,11,4,Boston,2011-11-22,No
EMP0261,Employee_261,HR,31062.267141168566,63.0,7,5,Chicago,2012-02-20,yes
EMP0379,Employee_379,Operations,107985.46652571352,57.0,18,4,New York,2013-02-08,N/A
EMP0289,Employee_289,Sales,56849.766105643575,35.0,8,4,,2012-05-14,YES
EMP0163,Employee_163,HR,92422.91746742617,42.0,18,3,Seattle,2011-05-02,yes
EMP0392,Employee_392,Marketing,80049.6272889699,62.0,19,3,Chicago,2013-03-19,YES
EMP0448,Employee_448,Finance,69644.04869791743,59.0,8,5,,2013-09-03,Yes
EMP0139,Employee_139,Sales,69734.81686914967,55.0,6,4,Chicago,2011-02-19,yes
EMP0063,Employee_63,Operations,74722.66165326613,28.0,7,3,San Francisco,2010-07-06,N/A
EMP0136,Employee_136,Sales,95867.2038475987,32.0,3,2,New York,2011-02-10,YES
EMP0129,Employee_129,Engineering,73464.57338863335,28.0,9,4,Austin,2011-01-20,no
EMP0135,Employee_135,Operations,51611.894377572564,53.0,9,3,Chicago,2011-02-07,no
EMP0009,Employee_9,HR,108588.80241442574,49.0,0,4,Boston,2010-01-25,Yes
EMP0327,Employee_327,HR,74101.618263821,41.0,13,4,San Francisco,2012-09-05,Yes
EMP0491,Employee_491,Marketing,,,18,3,Seattle,2014-01-10,no
EMP0065,Employee_65,Sales,83746.41805453657,64.0,13,4,San Francisco,2010-07-12,YES
EMP0301,Employee_301,Engineering,80193.4920368373,53.0,19,2,Seattle,2012-06-19,YES
EMP0015,Employee_15,Engineering,53111.44682411266,33.0,4,3,Boston,2010-02-12,YES
EMP0157,Employee_157,Finance,95596.08355830566,32.0,17,5,,2011-04-14,Yes
EMP0041,Employee_41,Engineering,65701.53078839791,24.0,8,3,Boston,2010-05-01,No
EMP0380,Employee_380,Sales,70936.47149748226,44.0,6,2,Seattle,2013-02-11,Yes
EMP0485,Employee_485,HR,,,3,3,Chicago,2013-12-23,N/A
EMP0426,Employee_426,Marketing,76205.37883451651,63.0,16,4,Boston,2013-06-29,yes
EMP0217,Employee_217,Sales,102392.1184021132,39.0,8,4,Seattle,2011-10-11,Yes
EMP0410,Employee_410,Engineering,106063.05706665808,41.0,9,1,San Francisco,2013-05-12,no
EMP0280,Employee_280,Finance,87128.60455383794,41.0,13,3,Seattle,2012-04-17,Yes
EMP0309,Employee_309,Finance,96862.02515936768,62.0,12,3,Chicago,2012-07-13,
EMP0455,Employee_455,Engineering,347526.81451737834,31.0,17,3,,2013-09-24,no
EMP0338,Employee_338,Finance,99865.2818804543,27.0,13,4,,2012-10-08,yes
EMP0237,Employee_237,Sales,122640.48992950068,49.0,5,3,San Francisco,2011-12-10,no
EMP0208,Employee_208,HR,91673.24210573896,45.0,7,5,Chicago,2011-09-14,no
EMP0213,Employee_213,HR,76114.13479847777,29.0,8,,Boston,2011-09-29,N/A
EMP0296,Employee_296,Marketing,62418.96457565542,46.0,5,2,Chicago,2012-06-04,No
EMP0482,Employee_482,Finance,,,,2,San Francisco,2013-12-14,no
EMP0252,Employee_252,Sales,86466.35934376808,47.0,16,2,New York,2012-01-24,yes
EMP0336,Employee_336,Engineering,50796.63214686749,55.0,13,3,,2012-10-02,Yes
EMP0483,Employee_483,Marketing,,,7,1,Seattle,2013-12-17,N/A
EMP0304,Employee_304,HR,93885.2662297208,39.0,14,2,Seattle,2012-06-28,
EMP0351,Employee_351,Marketing,90120.59468627752,57.0,14,,Austin,2012-11-16,N/A
EMP0270,Employee_270,Sales,86184.36868028977,52.0,17,4,San Francisco,2012-03-18,no
EMP0202,Employee_202,Engineering,68003.11261070416,41.0,5,3,San Francisco,2011-08-27,N/A
EMP0162,Employee_162,HR,80939.09227914014,50.0,17,3,New York,2011-04-29,Yes
EMP0044,Employee_44,Operations,49825.21027153771,61.0,10,5,Chicago,2010-05-10,YES
EMP0218,Employee_218,Finance,112112.75717609902,52.0,6,3,Chicago,2011-10-14,yes
EMP0402,Employee_402,Operations,94183.60158456874,64.0,6,5,,2013-04-18,N/A
EMP0191,Employee_191,Engineering,89712.29116217131,24.0,17,4,Seattle,2011-07-25,yes
EMP0310,Employee_310,Sales,78809.07121372019,24.0,2,,Chicago,2012-07-16,
EMP0260,Employee_260,Engineering,79545.5286050466,55.0,18,5,Austin,2012-02-17,No
EMP0106,Employee_106,Sales,114598.88277780052,50.0,12,4,Seattle,2010-11-12,N/A
EMP0054,Employee_54,Operations,83889.04602206762,54.0,18,2,San Francisco,2010-06-09,No
EMP0390,Employee_390,Finance,53595.50560219087,33.0,6,4,Austin,2013-03-13,No
EMP0002,Employee_2,,122523.41678431773,25.0,7,3,,2010-01-04,No
EMP0466,Employee_466,Sales,322226.14404198725,,18,3,Boston,2013-10-27,
EMP0101,Employee_101,Engineering,72068.54231514948,55.0,10,4,,2010-10-28,YES
EMP0050,Employee_50,Engineering,86481.8956083955,40.0,11,,Austin,2010-05-28,YES
EMP0420,Employee_420,Finance,78816.55753062721,27.0,17,4,Seattle,2013-06-11,yes
EMP0081,Employee_81,Operations,97283.3340008685,33.0,4,4,Seattle,2010-08-29,yes
EMP0206,Employee_206,Engineering,75446.85106469766,43.0,13,,,2011-09-08,Yes
EMP0035,Employee_35,,126214.95849763975,26.0,5,4,Chicago,2010-04-13,Yes
EMP0431,Employee_431,Engineering,90341.00531738518,46.0,3,3,New York,2013-07-14,yes
EMP0264,Employee_264,Marketing,98924.12729626837,24.0,7,,New York,2012-02-29,yes
EMP0428,Employee_428,Operations,88931.0955302315,45.0,,4,Austin,2013-07-05,no
EMP0499,Employee_499,,,,14,4,,2014-02-03,YES
EMP0367,Employee_367,,65482.53494045335,60.0,9,2,Austin,2013-01-03,YES
EMP0092,Employee_92,Finance,91225.00309087073,45.0,10,,,2010-10-01,N/A
EMP0340,Employee_340,Engineering,81320.33327294642,63.0,2,2,,2012-10-14,yes
EMP0211,Employee_211,Marketing,79602.50129413257,34.0,3,3,New York,2011-09-23,no
EMP0053,Employee_53,Operations,50932.35121289691,49.0,,2,,2010-06-06,N/A
EMP0346,Employee_346,HR,65432.54444769936,36.0,1,4,Boston,2012-11-01,YES
EMP0265,Employee_265,Operations,121979.1218989069,27.0,11,4,Austin,2012-03-03,YES
EMP0242,Employee_242,,82484.26159800704,53.0,7,3,Boston,2011-12-25,N/A
EMP0014,Employee_14,Engineering,109756.32623946923,55.0,15,4,New York,2010-02-09,No
EMP0316,Employee_316,Finance,105980.18451673779,54.0,6,2,Chicago,2012-08-03,N/A
EMP0089,Employee_89,Operations,117899.35427002568,61.0,13,1,New York,2010-09-22,no
EMP0388,Employee_388,Engineering,104451.0889925346,50.0,16,3,Seattle,2013-03-07,Yes
EMP0274,Employee_274,Operations,82112.79176152115,29.0,,5,Boston,2012-03-30,Yes
EMP0167,Employee_167,Sales,108355.64123319615,27.0,17,5,Chicago,2011-05-14,no
EMP0329,Employee_329,Marketing,84247.30595150303,53.0,17,3,Austin,2012-09-11,YES
EMP0026,Employee_26,Finance,62507.15816324262,59.0,,3,Boston,2010-03-17,no
EMP0135,Employee_135,Operations,51611.894377572564,53.0,9,3,Chicago,2011-02-07,no
EMP0307,Employee_307,Marketing,63378.73344800205,58.0,5,3,Austin,2012-07-07,
EMP0464,Employee_464,HR,323450.1522499091,999.0,16,4,Boston,2013-10-21,Yes
EMP0320,Employee_320,Sales,97120.1990269128,42.0,14,4,Seattle,2012-08-15,
EMP0244,Employee_244,Sales,106883.83036941897,23.0,3,4,,2011-12-31,no
EMP0055,Employee_55,HR,92681.30897878614,62.0,0,4,,2010-06-12,YES
EMP0364,Employee_364,Marketing,56866.778063035556,46.0,4,4,Seattle,2012-12-25,Yes
EMP0051,Employee_51,,117572.31091142584,37.0,6,5,,2010-05-31,Yes
EMP0481,Employee_481,HR,,,19,1,Chicago,2013-12-11,YES
EMP0175,Employee_175,HR,90795.49713792827,56.0,,4,Boston,2011-06-07,no
EMP0446,Employee_446,Operations,66626.96107031603,50.0,8,4,,2013-08-28,No
EMP0190,Employee_190,Sales,40777.2938198423,28.0,,3,San Francisco,2011-07-22,No
EMP0333,Employee_333,Engineering,77727.75575572289,57.0,3,3,San Francisco,2012-09-23,no
EMP0464,Employee_464,HR,323450.1522499091,999.0,16,4,Boston,2013-10-21,Yes
EMP0188,Employee_188,HR,80617.98942382271,36.0,2,5,San Francisco,2011-07-16,
EMP0476,Employee_476,,,,12,4,San Francisco,2013-11-26,yes
EMP0170,Employee_170,HR,76762.46067755065,24.0,16,2,,2011-05-23,YES
EMP0059,Employee_59,Engineering,58910.609989902936,63.0,11,5,San Francisco,2010-06-24,Yes
EMP0475,Employee_475,Marketing,360146.151042565,,0,2,Seattle,2013-11-23,YES
EMP0049,Employee_49,Marketing,115047.14104192056,45.0,0,4,San Francisco,2010-05-25,yes
EMP0345,Employee_345,Sales,88916.90510195363,42.0,,4,Chicago,2012-10-29,yes
EMP0236,Employee_236,Finance,94429.36714271992,43.0,1,3,San Francisco,2011-12-07,N/A
EMP0253,Employee_253,Operations,59200.782005178924,43.0,15,3,Chicago,2012-01-27,No
EMP0022,Employee_22,Engineering,82152.41029957413,32.0,8,2,Austin,2010-03-05,No
EMP0314,Employee_314,,81301.95727114021,50.0,2,5,,2012-07-28,
EMP0460,Employee_460,Engineering,374622.5632004074,29.0,7,,New York,2013-10-09,Yes
EMP0161,Employee_161,Sales,96541.4425436108,49.0,9,5,New York,2011-04-26,yes
EMP0277,Employee_277,Finance,84344.93459568004,41.0,5,,New York,2012-04-08,
EMP0444,Employee_444,Sales,79364.30782278985,22.0,12,3,Chicago,2013-08-22,YES
EMP0192,Employee_192,Operations,100417.30387773934,50.0,2,3,Austin,2011-07-28,N/A
EMP0386,Employee_386,Finance,73750.66448211465,37.0,6,,New York,2013-03-01,
EMP0294,Employee_294,Sales,110431.10189988317,33.0,3,3,Austin,2012-05-29,
EMP0414,Employee_414,HR,85595.12278991491,58.0,12,3,Seattle,2013-05-24,no
EMP0492,Employee_492,HR,,,18,2,,2014-01-13,N/A
EMP0344,Employee_344,Marketing,69433.90549195374,61.0,12,3,New York,2012-10-26,no
EMP0258,Employee_258,Finance,54937.14093763787,47.0,15,2,,2012-02-11,No
EMP0309,Employee_309,Finance,96862.02515936768,62.0,12,3,Chicago,2012-07-13,
EMP0150,Employee_150,Sales,85947.97342632827,50.0,9,4,San Francisco,2011-03-24,No
EMP0131,Employee_131,Marketing,95018.34375248762,32.0,12,3,Austin,2011-01-26,no
EMP0152,Employee_152,Sales,77308.8891154035,53.0,7,2,San Francisco,2011-03-30,YES
EMP0360,Employee_360,HR,70485.12373693069,59.0,10,2,Boston,2012-12-13,YES
EMP0100,Employee_100,Engineering,56554.925808046515,53.0,3,3,New York,2010-10-25,Yes
EMP0373,Employee_373,Engineering,67832.84439637573,56.0,18,4,Boston,2013-01-21,
EMP0088,Employee_88,HR,112337.48534889049,38.0,5,4,Austin,2010-09-19,N/A
EMP0459,Employee_459,Engineering,358322.6104106528,47.0,1,4,New York,2013-10-06,yes
EMP0331,Employee_331,Sales,87284.55297324079,57.0,1,5,Seattle,2012-09-17,yes
EMP0215,Employee_215,Finance,100139.77233290704,39.0,0,4,Austin,2011-10-05,N/A
EMP0467,Employee_467,Sales,318130.64363467414,,4,3,Austin,2013-10-30,No
EMP0122,Employee_122,Operations,67720.18460640368,39.0,1,3,Austin,2010-12-30,N/A
EMP0021,Employee_21,HR,63647.59141234811,26.0,0,4,New York,2010-03-02,N/A
EMP0072,Employee_72,Engineering,64295.153551612515,51.0,7,1,Austin,2010-08-02,Yes
EMP0107,Employee_107,Marketing,86547.36615295237,43.0,18,1,Austin,2010-11-15,No
EMP0271,Employee_271,Finance,85278.58583825892,53.0,7,3,Austin,2012-03-21,yes
EMP0436,Employee_436,Finance,113186.9488037116,44.0,7,2,Seattle,2013-07-29,No
EMP0103,Employee_103,Sales,118742.83270145129,36.0,14,4,Seattle,2010-11-03,YES
